lot_id,source_lot_id,notice_id,procedure_id,lot_title,lot_description,lot_status,estimated_value,currency_code,category_id,source_id,source_file_id,source_record_id,collected_at
lot_00217,LOT-0001,not_0084,pro_0079,2024-19 - 1,Fourniture d’appareils électro-ménagers,clos-nw,,,cat_0079,src_ted_opendata,file_ted_0084,lot:LOT-0001,2026-08-19
lot_00218,LOT-0002,not_0084,pro_0079,2024-19 - 2,Machines industrielles de buanderie,clos-nw,,,cat_0080,src_ted_opendata,file_ted_0084,lot:LOT-0002,2026-08-19
lot_00219,LOT-0003,not_0084,pro_0079,2024-19 - 3,Industriële schoonmaakmachines en accessoires,selec-w,,,cat_0080,src_ted_opendata,file_ted_0084,lot:LOT-0003,2026-08-19
lot_00220,LOT-0004,not_0084,pro_0079,2024-19 - 4,Industriële machines voor grootkeukens,clos-nw,,,cat_0080,src_ted_opendata,file_ted_0084,lot:LOT-0004,2026-08-19
lot_00221,LOT-0001,not_0085,pro_0080,Prestations de services d'assurance Flotte automobile,"Le marché a pour objet la souscription et la gestion d'un contrat d'assurance couvrant les risques parc automobile de la commune de Joinville-le-Pont. Le marché comporte une tranche optionnelle facultative concernant la garantie ""préposés en mission"".",selec-w,,,cat_0081,src_ted_opendata,file_ted_0085,lot:LOT-0001,2026-08-19
lot_00222,LOT-0001,not_0086,pro_0081,Dostawa drobiu i wędlin drobiowych dla 25. WOG w Białymstoku,Dostawa drobiu i wędlin drobiowych dla 25. WOG w Białymstoku,selec-w,,,cat_0082,src_ted_opendata,file_ted_0086,lot:LOT-0001,2026-08-19
lot_00223,LOT-0001,not_0087,pro_0082,"„Доставка на елементи за функционен вентил за пътнически вагони (ПВ), собственост на „БДЖ-Пътнически превози“ ЕООД“","Предмет на поръчката представлява доставка на гумени и металогумени елементи за функционен вентил за пътнически вагони (ПВ), който е част от автоматичната влакова спирачка (АВС), съгласно приложените Спецификация за доставка и Техническа спецификация.",selec-w,23346.95,BGN,cat_0083,src_ted_opendata,file_ted_0087,lot:LOT-0001,2026-08-19
lot_00224,LOT-0001,not_0088,pro_0083,"Location, installation et maintien en condition opérationnelle de caméras de vidéoprotection sur le patrimoine de Nov'Habitat","Location, installation et maintien en condition opérationnelle de caméras de vidéoprotection sur le patrimoine de Nov'Habitat",clos-nw,,,cat_0084,src_ted_opendata,file_ted_0088,lot:LOT-0001,2026-08-19
lot_00225,LOT-0001,not_0089,pro_0084,Набор от консумативи и реактиви за подготовка на библиотеки за цялостно геномно секвениране на NovaSeq6000,"В Обособена позиция №1 ""Набор от консумативи и реактиви за подготовка на библиотеки за цялостно геномно секвениране на NovaSeq6000"" са включени – 5 вида артикули.",selec-w,1289709.20,BGN,cat_0085,src_ted_opendata,file_ted_0089,lot:LOT-0001,2026-08-19
lot_00226,LOT-0000,not_0090,pro_0085,Leistungen des Technischen Gebäudemanagements im Bundesministerium für Ernährung und Landwirtschaft in Berlin,"Fortsetzung aus Ziffer 2.1 Die Leistungserbringung erfordert die erweiterte Sicherheitsüberprüfung gem. § 9 Abs. 1 Nr. 1 und 2 SÜG (sog. Ü2) des zum Einsatz kommenden Personals. Nachunternehmer müssen vom AN begleitet werden, sofern diese nicht über die erweiterte Sicherheits-überprüfung Ü2 nach § 9 SÜG verfügen. Noch nicht sicherheitsüberprüftes Personal wird durch die AG überprüft, sofern sich der AN nicht in der Geheimschutzbetreuung des BMWK befindet. In der Leistungsphase ist stets eine ausreichende Personenanzahl mit der Sicherheitsstufe Ü2 vorzuhalten. --- Für die Leistungserbringung wird das folgende Personal und dessen Vertretung benötigt: -ein Objektleiter (OL) -ein Servicetechniker (ST) -zwei Haustechniker (HT). --- Der OL ist für die Koordination und Erbringung aller vertragsgegenständlichen Leistungen, die Gesamtaufsicht sowie für Sicherstellung der Qualität und Quantität der Leistungserbringung verantwortlich. Er muss zwischen 08:00-15:00 Uhr (38 Stunden wöchentlich) vor Ort und ständig erreichbar sein. --- Der ST bzw. dessen Vertreter muss zwischen 06:30 - 17:00 Uhr 7,6 Stunden vor Ort anwesend sein. --- Die vertragsgegenständlichen Leistungen der HT sind arbeitstäglich im 2-Schicht- Betrieb im Präsenzzeitraum von 06:30 bis 17:00 Uhr zu erbringen. Seitens des AN ist eine hohe Personalkontinuität zu gewährleisten. --- Der AN hat 24 Stunden an 365/366 Tagen im Jahr einen Bereitschaftsdienst zu betreiben, bei welchem Störmeldungen der AG sowie automatisierte Meldungen der GLT auflaufen. Das Störungsmanagement muss ständig erreichbar sein. Hinsichtlich der Reaktionszeiten sind für den AN grundsätzlich alle gesetzlichen Anforderungen bindend. Darüber hinaus sind die Reaktions- und Störungsbeseitigungs-zeiten sicherzustellen: -für Aufzugsanlagen eine Reaktionszeit nach TRBS 3121 von max. 30 Minuten -für sicherheitsrelevante Anlagen (Energieversorgung, Sicherheitsbeleuchtung, NEA, USV, Kommunikationsanlagen etc.) und Hilfsanlagen (Kühlung, Lüftung etc.) eine Reaktionszeit von max. 30 Minuten -bei innerhalb der vereinbarten Anwesenheitszeit des AN auftretenden Störungen, deren Beseitigung unter den Begriff Kleinreparatur (< 1.000,00 € netto/UVgO bzw. 3.000,00 € netto/VOB/A) fällt, ist unverzüglich mit der Störungsbeseitigung zu beginnen -bei allen außerhalb der vereinbarten Anwesenheitszeit des AN auftretenden Störungen sowie bei Störungen, deren Beseitigung nicht unter den Begriff Kleinreparatur (< 1.000,00 € netto/UVgO bzw. 3.000,00 € netto/VOB/A) fällt, ist unverzüglich, spätestens jedoch 60 Minuten nach Eingang der Störmeldung beim AN, mit der Störungsbeseitigung zu beginnen Für die zur Störungsbeseitigung einzuhaltenden Zeiten werden übliche Richtwerte, die z. B. von den Anlagenherstellern oder von der AG angegeben werden, zugrunde gelegt. --- Der AN setzt moderne EDV- bzw. CAFM-Systeme ein. Das CAFM-System des AN muss software- und hardware- seitig den IT-Sicherheitsanforderungen des Bundesamtes für Sicherheit in der Informationstechnik (BSI) entsprechen, es muss in einer nach ISO 27001 auf Basis von IT-Grundschutz oder gleichwertig zertifizierten Betriebsumgebung implementiert sein. --- Die Start-Up-Phase beginnt nach Zuschlagserteilung. Während dieser hat sich der AN in sämtliche Aufgabenbereiche/Abläufe einzuarbeiten. Für die Liegenschaftsübernahme hat der AN ein Start-Up-Team bereitzustellen, dem OL, die HT, ST und ein mit Objekt-übernahmen erfahrener Projektleiter (PL) angehören. --- In der Vertragsauslaufphase übergibt der AN das Objekt an die AG bzw. an den neuen Dienstleister. --- Der AN ist verpflichtet, über den vertraglich vereinbarten Leistungsumfang hinausgehende (schriftliche) Aufträge der AG gegen Entgelt zu übernehmen. Die Handlungsweise richtet sich nach Kostengrenzen und Leistungsart (VOB/VOL) und sind der LB zu entnehmen. --- Alle weiteren Angaben sind der Leistungsbeschreibung / dem Leistungsverzeichnis und den Besonderen Vertragsbedingungen zu entnehmen.",selec-w,,,cat_0086,src_ted_opendata,file_ted_0090,lot:LOT-0000,2026-08-19
lot_00227,LOT-0001,not_0091,pro_0086,Świadczenie usług w zakresie publicznego transportu zbiorowego na obszarze Powiatu Bytowskiego,"1. Przedmiotem zamówienia jest świadczenie usług w zakresie publicznego transportu zbiorowego na liniach użyteczności publicznej w zakresie powiatowych przewozów pasażerskich na obszarze Powiatu Bytowskiego obejmującego 13 linii komunikacyjnych o łącznej długości 839 km, na których zostanie wykonana szacowana łączna praca eksploatacyjna 2 494 500 wozokilometrów. 2. Wspólny Słownik Zamówień (CPV): 60112000- 6: Usługi w zakresie publicznego transportu drogowego. 3. Zamówienie obejmuje świadczenie usług w zakresie publicznego transportu zbiorowego na następujących liniach komunikacyjnych: 1) Miastko - Człuchów przez Koczałę i Przechlewo 2) Bytów – Osława Dąbrowa przez Studzienice 3) Bytów – Trzebielino przez Kołczygłowy 4) Bytów – Wargowo przez Czarną Dąbrówkę 5) Borowy Młyn – Bytów przez Lipnicę 6) Bytów – Miastko przez Tuchomie 7) Bytów – Miastko przez Brzeźno Szlacheckie 8) Bytów – Bytów przez Rokity, Czarną Dąbrówkę 9) Bytów - Brzeźno Szlacheckie przez Płotowo – Lipnica 10) Bytów - Słupsk przez Czarna Dąbrówka, Łupawa; 11) Kołczygłowy – Kawcze przez Miastko; 12) Bytów – Bytów przez Grzmiąca, Borzytuchom; 13) Miastko – Miastko przez Przęsin, Piaszczyna, Kramarzyny.",selec-w,,,cat_0087,src_ted_opendata,file_ted_0091,lot:LOT-0001,2026-08-19
lot_00228,LOT-0001,not_0092,pro_0087,sukcesywna sprzedaż i dostawa specjalistycznych odczynników laboratoryjnych,specjalistyczne odczynniki do wysoko wyspecjalizowanych zastosowań laboratoryjnych przeznaczonych do celów naukowo-badawczych,selec-w,,,cat_0088,src_ted_opendata,file_ted_0092,lot:LOT-0001,2026-08-19
lot_00229,LOT-0000,not_0093,pro_0088,ETUDE DE DÉFINITION DE LA LOCALISATION ET DU DIMENSIONNEMENT DES AIRES DE COVOITURAGE STRUCTURANTES À L'ÉCHELLE DE L'AIRE URBAINE ÉLARGIE DE RENNES,"L'accord-cadre sera exécuté par l'émission de bons de commande. Le détail des missions confiées au titulaire figure au cahier des charges. Les prestations sont réglées par des prix unitaires. Cette étude s'inscrit dans le &amp;quot;Contrat de coopération métropolitaine&amp;quot;, adossé au Pacte métropolitain d'innovation signé entre Rennes Métropole, l'État, la Région Bretagne et associant le Département d'Ille-et-Vilaine, consacré aux mobilités intelligentes. Dans la poursuite du Schéma directeur d'aménagement et de gestion du trafic (SDAGT) de la rocade de Rennes et dans la perspective d'aménagement de voies réservées aux transports collectifs et au covoiturage sur les voies d'accès au coeur de métropole, Rennes Métropole souhaite engager avec les EPCI, la Région et le Département, une étude visant à définir les localisations et le dimensionnement les plus pertinents pour de futures aires de covoiturage structurantes offrant un niveau de service et une capacité en cohérence avec les enjeux de développement du covoiturage",selec-w,,,cat_0089,src_ted_opendata,file_ted_0093,lot:LOT-0000,2026-08-19
lot_00230,LOT-0003,not_0094,pro_0089,Los 3: Paket Unfall- und Kranken-Taggeldversicherung,Los 3: Paket Unfall- und Kranken-Taggeldversicherung,selec-w,,,cat_0028,src_ted_opendata,file_ted_0094,lot:LOT-0003,2026-08-19
lot_00231,LOT-0001,not_0095,pro_0090,"Consultoría, asistencia y servicios técnicos del proyecto integral de energía limpia de Seròs (Ref/Exp: 3066)","El presente expediente tiene por objetivo la contratación de una serie de servicios técnicos relacionados con la subvención obtenida por éste ayuntamiento para las actuaciones incluidas en el PROYECTO INTEGRAL DE ENERGÍA LIMPIA EN EL MUNICIPIO DE SERÓS, expediente número PR-D5000-2021-003066 financiadas con fondos NextGeneration EU, al amparo del Real Decreto 692/2021, de 3 de agosto, por el que se regula la concesión directa de ayudas para inversiones a proyectos singulares locales de energía limpia en municipios de reto demográfico (PROGRAMA DUS 5000), en el marco del Programa de Regeneración y Reto Demográfico del Plan de Recuperación, Transformación y Resiliencia.",clos-nw,,,cat_0090,src_ted_opendata,file_ted_0095,lot:LOT-0001,2026-08-19
lot_00232,LOT-0001,not_0096,pro_0091,Konserwacja i eksploatacja oświetlenia ulicznego w 2025 roku na terenie Gminy Żory i stanowiącego własność Gminy Żory,"Usługa obejmująca konserwację i eksploatację oświetlenia ulicznego w 2025 roku na terenie Gminy Żory i stanowiącego własność Gminy Żory. Zakres rzeczowy zadania: Konserwacja i eksploatacja urządzeń oświetlenia ulic, placów, dróg i miejsc publicznych na terenie administrowanym przez Gminę Żory tj.: − 5701 szt. punktów świetlnych stanowiących własność Gminy Żory (w tym 2345 szt. będących na gwarancji) wg załącznika do umowy, − 138 szt. szaf oświetlenia ulicznego z pomiarem energii elektrycznej i sterowaniem oświetleniem ulicznym stanowiących własność Gminy Żory wg załącznika do umowy, − pozostałych elementów, czyli oświetlenia gablot reklamowych, wiat przystankowych, pylonów na rondach. Oświetlenie jest przyłączone do sieci dystrybucyjnej Operatora Systemu Dystrybucyjnego (OSD) TAURON Dystrybucja S.A. oraz ESV9 Sp. z o.o.",selec-w,,,cat_0034,src_ted_opendata,file_ted_0096,lot:LOT-0001,2026-08-19
lot_00233,LOT-0001,not_0097,pro_0004,Pakiet 192 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0097,lot:LOT-0001,2026-08-19
lot_00234,LOT-0001,not_0098,pro_0004,Pakiet 182 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0098,lot:LOT-0001,2026-08-19
lot_00235,LOT-0001,not_0099,pro_0092,Karty na čerpanie pohonných látok a súvisiacich tovarov a služieb,"Dodanie 15 ks kariet na odber PHM v SR a ČR BA natural 95 15 000,- litrov MN 150 000,- litrov",selec-w,,,cat_0091,src_ted_opendata,file_ted_0099,lot:LOT-0001,2026-08-19
lot_00236,LOT-0000,not_0100,pro_0093,Empreitada de “Construção da Residência de Estudantes do Campus 1 - Breiner”,Empreitada de “Construção da Residência de Estudantes do Campus 1 - Breiner”,selec-w,,,cat_0092,src_ted_opendata,file_ted_0100,lot:LOT-0000,2026-08-19
lot_00237,LOT-0000,not_0101,pro_0094,Lukitustöiden hankinta 2025-2028,Kouvolan Asunnot Oy pyytää tarjoustanne lukitustöistä tarjouspyyntöasiakirjojen mukaisesti.,selec-w,,,cat_0093,src_ted_opendata,file_ted_0101,lot:LOT-0000,2026-08-19
lot_00238,LOT-0001,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Klinikum Bremerhaven mbH,Lieferung Lizenzen für ZNA für AMEOS Klinikum Bremerhaven mbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0001,2026-08-19
lot_00239,LOT-0002,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Krankenhausgesellschaft Vorpommern mbH,Lieferung Lizenzen für ZNA für AMEOS Krankenhausgesellschaft Vorpommern mbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0002,2026-08-19
lot_00240,LOT-0003,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Krankenhausgesellschaft Ostholstein mbH,Lieferung Lizenzen für ZNA für AMEOS Krankenhausgesellschaft Ostholstein mbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0003,2026-08-19
lot_00241,LOT-0004,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Krankenhausgesellschaft Neuburg mbH,Lieferung Lizenzen für ZNA für AMEOS Krankenhausgesellschaft Neuburg mbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0004,2026-08-19
lot_00242,LOT-0005,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Klinikum Aschersleben-Stassfurt GmbH,Lieferung Lizenzen für ZNA für AMEOS Klinikum Aschersleben-Stassfurt GmbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0005,2026-08-19
lot_00243,LOT-0006,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Klinikum Alfeld GmbH,Lieferung Lizenzen für ZNA für AMEOS Klinikum Alfeld GmbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0006,2026-08-19
lot_00244,LOT-0007,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Klinikum Schönebeck GmbH,Lieferung Lizenzen für ZNA für AMEOS Klinikum Schönebeck GmbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0007,2026-08-19
lot_00245,LOT-0008,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Klinikum Halberstadt GmbH,Lieferung Lizenzen für ZNA für AMEOS Klinikum Halberstadt GmbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0008,2026-08-19
lot_00246,LOT-0009,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Klinikum Haldensleben GmbH,Lieferung Lizenzen für ZNA für AMEOS Klinikum Haldensleben GmbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0009,2026-08-19
lot_00247,LOT-0010,not_0102,pro_0095,Lieferung Lizenzen für ZNA für AMEOS Klinikum Bernburg GmbH,Lieferung Lizenzen für ZNA für AMEOS Klinikum Bernburg GmbH,clos-nw,,,cat_0094,src_ted_opendata,file_ted_0102,lot:LOT-0010,2026-08-19
lot_00248,LOT-0001,not_0103,pro_0004,Pakiet 12 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0103,lot:LOT-0001,2026-08-19
lot_00249,LOT-0000,not_0104,pro_0096,"Maintenance des extincteurs, RIA, poteaux incendie/bouches d'incendie et colonnes sèches - Fourniture d'extincteurs, RIA neufs et autres équipements","&amp;lt;br/&amp;gt;L'accord-cadre sera exécuté par l'émission de bons de commande.&amp;lt;br/&amp;gt;Les prestations sont réglées par des prix unitaires.&amp;lt;br/&amp;gt;Le marché comprend : - la maintenance préventive, - la maintenance curative, - la fourniture de pièces détachées, accessoires et consommables, - la fourniture d'extincteurs, RIA neufs et autres équipements.&amp;lt;br/&amp;gt;",selec-w,,,cat_0095,src_ted_opendata,file_ted_0104,lot:LOT-0000,2026-08-19
